MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,Aaron HEO POSITION,Aaron HEO LAP TIME,Aaron HEO ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME
1,6.83,,4,7.24,7.24,5,7.41,7.41,3,7.18,7.18,1,6.83,6.83
2,8.93,,5,9.25,16.49,3,8.94,16.35,4,9.22,16.40,1,8.81,15.64
2,8.40,,4,8.73,25.22,3,8.64,24.99,5,8.85,25.25,1,8.45,24.09
1,8.55,,4,8.56,33.78,3,8.69,33.68,5,8.82,34.07,2,8.75,32.84
1,8.61,,3,8.90,42.683,3,8.85,42.53,4,8.87,42.948,2,8.63,41.47
