Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Teerasak BOONPOK POSITION,Teerasak BOONPOK LAP TIME,Teerasak BOONPOK ELAPSED TIME
1,7.03,7.03,2,7.20,7.20,3,7.34,,4,7.60,7.60
1,9.17,16.20,2,9.11,16.31,3,9.07,,4,9.96,17.56
1,8.62,24.82,2,8.64,24.95,3,8.63,,4,9.86,27.42
1,8.83,33.65,2,8.72,33.67,3,8.82,,4,10.23,37.65
1,9.00,42.642,2,10.67,44.325,2,9.31,,3,10.81,48.440
