PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME
3,14.80,14.80,1,14.55,14.55,4,14.95,14.95,2,14.68,14.68,5,15.05,15.05
3,11.30,26.10,1,11.35,25.90,4,11.27,26.22,2,11.32,26.00,5,11.28,26.33
3,11.11,37.21,2,11.23,37.13,4,11.13,37.35,1,11.00,37.00,5,11.11,37.44
2,10.49,47.70,3,10.66,47.79,4,10.58,47.93,1,10.58,47.58,5,10.55,47.99
2,10.62,58.32,3,10.64,58.43,4,10.62,58.55,1,10.65,58.23,5,10.67,58.66
2,10.17,1:08.49,3,10.19,1:08.62,4,10.17,1:08.72,1,10.14,1:08.37,5,10.16,1:08.82
2,9.72,1:18.21,3,9.72,1:18.34,4,9.77,1:18.49,1,9.73,1:18.10,5,9.82,1:18.64
2,9.54,1:27.75,4,9.62,1:27.96,3,9.43,1:27.92,1,9.55,1:27.65,5,9.82,1:28.46
4,10.68,1:38.43,3,9.91,1:37.87,2,9.44,1:37.36,1,9.54,1:37.19,5,10.14,1:38.60
