LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME
2,6.716,6.716,1,6.544,6.544,3,6.809,6.809,4,7.064,7.064
1,9.498,16.213,2,9.842,16.386,3,9.714,16.522,4,9.858,16.922
2,9.307,25.520,1,9.060,25.446,4,9.257,25.779,3,8.795,25.717
1,9.329,34.848,2,9.563,35.008,4,9.301,35.079,3,9.361,35.077
1,9.50,44.341,4,10.39,45.391,2,9.34,44.412,3,9.48,44.550
