Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Subodh Balavant PATIL POSITION,Subodh Balavant PATIL LAP TIME,Subodh Balavant PATIL ELAPSED TIME
3,16.57,16.57,2,16.49,16.49,1,16.49,16.49,4,16.73,16.73
2,13.82,30.39,1,13.82,30.31,3,13.92,30.41,4,13.90,30.63
2,12.40,42.79,3,12.49,42.80,1,12.30,42.71,4,12.43,43.06
3,10.72,53.51,1,10.54,53.34,2,10.71,53.42,4,11.11,54.17
3,10.42,1:03.93,1,10.37,1:03.71,2,10.38,1:03.80,4,11.02,1:05.19
3,10.02,1:13.95,1,10.04,1:13.75,2,9.99,1:13.79,4,11.55,1:16.74
3,9.42,1:23.37,1,9.22,1:22.97,2,9.51,1:23.30,4,12.00,1:28.74
3,9.23,1:32.60,1,9.03,1:32.00,2,9.19,1:32.49,4,12.54,1:41.28
3,9.13,1:41.728,1,9.25,1:41.241,2,9.19,1:41.678,4,13.34,1:54.613
