Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
1,13.420,13.420,3,13.770,13.770,2,13.670,13.670,4,13.830,13.830
1,10.620,24.040,3,10.480,24.250,4,10.630,24.300,2,10.290,24.130
2,9.780,33.820,1,9.500,33.760,4,9.710,34.020,3,9.740,33.880
2,9.710,43.540,1,9.740,43.510,4,9.860,43.880,3,9.730,43.610
1,9.500,53.040,3,9.760,53.270,4,9.510,53.390,2,9.640,53.250
1,9.330,1:02.380,2,9.470,1:02.750,4,9.500,1:02.900,3,9.640,1:02.890
1,9.420,1:11.800,3,9.440,1:12.190,4,9.490,1:12.400,2,9.240,1:12.140
1,9.070,1:20.880,3,9.030,1:21.220,4,9.150,1:21.550,2,8.970,1:21.110
1,9.710,1:30.590,3,10.230,1:31.460,4,10.400,1:31.950,2,9.620,1:30.730
