CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
1,13.74,13.74,2,13.81,13.81,3,13.86,13.86,4,13.99,13.99
1,10.65,24.39,2,10.67,24.48,3,10.73,24.59,4,10.71,24.70
1,10.40,34.79,4,10.59,35.07,2,10.44,35.03,3,10.36,35.06
1,10.14,44.93,2,10.26,45.33,4,10.55,45.58,3,10.33,45.39
1,10.00,54.93,2,9.82,55.15,4,10.11,55.69,3,10.07,55.46
1,9.88,1:04.81,2,10.35,1:05.50,4,10.10,1:05.79,3,10.17,1:05.63
1,10.02,1:14.83,2,10.48,1:15.98,3,10.30,1:16.09,4,10.54,1:16.17
1,10.24,1:25.07,2,10.46,1:26.44,3,10.44,1:26.53,4,10.90,1:27.07
1,10.38,1:35.449,2,10.71,1:37.144,3,10.66,1:37.182,0,,PEN
