Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,XU Fu POSITION,XU Fu LAP TIME,XU Fu ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME
1,12.86,12.86,4,13.52,13.52,5,13.66,13.66,2,13.06,13.06,3,13.08,13.08
1,10.57,23.43,4,10.07,23.59,5,10.70,24.36,3,10.47,23.53,2,10.44,23.52
1,10.21,33.64,4,10.44,34.03,5,9.90,34.26,2,10.39,33.92,3,10.42,33.94
1,9.63,43.27,2,9.34,43.37,5,9.62,43.88,4,9.66,43.58,3,9.64,43.58
2,9.42,52.69,1,8.98,52.35,5,9.52,53.40,3,9.16,52.74,4,9.17,52.75
4,9.13,1:01.82,1,9.33,1:01.68,5,9.01,1:02.41,3,9.06,1:01.80,2,9.04,1:01.79
2,8.83,1:10.65,1,8.95,1:10.63,5,9.59,1:12.00,3,9.31,1:11.11,4,9.33,1:11.12
2,9.35,1:20.00,1,9.30,1:19.93,5,9.43,1:21.43,3,8.99,1:20.10,4,9.00,1:20.12
3,10.58,1:30.572,1,9.64,1:29.562,4,10.17,1:31.597,2,9.61,1:29.707,5,11.72,1:31.839
