Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,12.92,12.92,2,12.99,12.99,3,13.10,13.10,4,13.17,13.17
1,10.08,23.00,3,10.19,23.18,2,10.00,23.10,4,10.10,23.27
1,9.96,32.96,4,9.99,33.17,2,9.97,33.07,3,9.89,33.16
1,10.12,43.08,4,10.32,43.49,2,10.19,43.26,3,10.21,43.37
1,10.21,53.29,4,10.01,53.50,2,10.10,53.36,3,10.03,53.40
1,10.01,1:03.30,4,10.19,1:03.69,2,10.09,1:03.45,3,10.15,1:03.55
1,10.07,1:13.37,4,10.07,1:13.76,2,10.09,1:13.54,3,10.13,1:13.68
1,10.13,1:23.50,4,10.22,1:23.98,2,10.07,1:23.61,3,10.20,1:23.88
1,10.20,1:33.691,4,10.18,1:34.159,2,10.26,1:33.867,3,10.14,1:34.016
