Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
2,6.939,6.939,3,7.087,7.087,1,6.767,6.767,4,7.121,7.121
2,9.299,16.237,4,9.518,16.604,1,9.118,15.885,3,9.130,16.250
2,9.080,25.317,4,9.124,25.727,1,9.132,25.016,3,9.283,25.532
2,9.039,34.355,4,9.135,34.862,1,9.248,34.264,3,8.954,34.486
1,9.41,43.763,4,9.64,44.497,2,9.58,43.836,3,9.46,43.940
