Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Eduard STRELKOV POSITION,Eduard STRELKOV LAP TIME,Eduard STRELKOV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
4,7.55,7.55,1,7.02,7.02,2,7.13,7.13,3,7.27,7.27
4,9.50,17.05,2,9.30,16.32,1,9.10,16.23,3,9.06,16.33
4,8.82,25.87,3,8.92,25.24,1,8.79,25.02,2,8.76,25.09
4,8.93,34.80,3,8.79,34.03,2,8.93,33.95,1,8.84,33.93
4,9.16,43.960,3,9.33,43.354,2,9.29,43.239,1,8.99,42.914
