Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.20,7.20,3,7.42,7.42,2,7.31,7.31,4,7.53,7.53
1,9.38,16.58,3,9.43,16.85,2,9.38,16.69,4,9.43,16.96
1,8.84,25.42,3,8.80,25.65,2,8.86,25.55,4,8.88,25.84
1,8.97,34.39,3,8.92,34.57,2,8.94,34.49,4,8.98,34.82
1,9.17,43.554,3,9.16,43.729,2,9.22,43.701,4,9.08,43.895
