Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
1,7.04,7.04,4,7.28,7.28,3,7.16,7.16,2,7.14,7.14
1,9.30,16.34,3,9.21,16.49,4,9.47,16.63,2,9.26,16.40
1,8.97,25.31,3,9.00,25.49,4,8.94,25.57,2,8.99,25.39
1,8.96,34.27,2,8.82,34.31,4,8.93,34.50,3,8.97,34.36
1,8.85,43.117,2,8.84,43.149,3,8.68,43.175,4,8.93,43.281
