Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Burak AKAR POSITION,Burak AKAR LAP TIME,Burak AKAR ELAPSED TIME
3,15.39,15.39,2,15.23,15.23,4,15.49,15.49,1,15.11,15.11
4,10.94,26.33,1,10.82,26.05,3,10.60,26.09,2,10.97,26.08
2,10.25,36.58,1,10.13,36.18,4,10.65,36.74,3,10.54,36.62
2,9.75,46.33,1,10.07,46.25,3,9.66,46.40,4,9.96,46.58
2,9.80,56.13,1,9.77,56.02,3,9.85,56.25,4,9.77,56.35
2,9.50,1:05.63,1,9.49,1:05.51,3,9.48,1:05.73,4,9.58,1:05.93
2,9.23,1:14.86,1,9.23,1:14.74,3,9.29,1:15.02,4,9.43,1:15.36
2,9.18,1:24.04,1,9.24,1:23.98,3,9.14,1:24.16,4,9.59,1:24.95
0,9.35,1:33.39,0,9.42,1:33.40,3,9.50,1:33.660,4,9.84,1:34.799
