Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.89,6.89,2,6.95,6.95,3,6.99,6.99,4,7.25,7.25
1,9.26,16.15,3,9.48,16.43,2,9.43,16.42,4,9.25,16.50
1,8.85,25.00,2,8.98,25.41,4,9.49,25.91,3,9.39,25.89
1,8.75,33.75,2,8.59,34.00,4,9.82,35.73,3,8.94,34.83
1,8.75,42.500,2,8.61,42.609,4,10.12,45.844,3,9.17,43.994
