Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,ZHANG Weizhi POSITION,ZHANG Weizhi LAP TIME,ZHANG Weizhi ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,Liam O'BRIEN POSITION,Liam O'BRIEN LAP TIME,Liam O'BRIEN ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
1,13.06,13.06,3,13.14,13.14,4,13.34,13.34,5,13.46,13.46,2,13.10,13.10
3,9.87,22.93,1,9.69,22.83,5,9.90,23.24,4,9.64,23.10,2,9.80,22.90
3,9.43,32.36,2,9.46,32.29,5,9.34,32.58,4,9.36,32.46,1,9.26,32.16
3,9.77,42.13,2,9.79,42.08,5,9.80,42.38,4,9.82,42.28,1,9.77,41.93
2,9.33,51.46,3,9.52,51.60,5,9.44,51.82,4,9.43,51.71,1,9.40,51.33
2,9.38,1:00.84,3,9.37,1:00.97,5,9.40,1:01.22,4,9.39,1:01.10,1,9.39,1:00.72
2,9.45,1:10.29,3,9.45,1:10.42,5,9.50,1:10.72,4,9.43,1:10.53,1,9.46,1:10.18
2,9.43,1:19.72,3,9.44,1:19.86,5,9.45,1:20.17,4,9.53,1:20.06,1,9.38,1:19.56
2,9.26,1:28.98,3,9.24,1:29.079,5,9.50,1:29.661,4,9.49,1:29.533,1,9.22,1:28.78
