CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,7.47,7.47,4,7.87,7.87,1,7.26,7.26,3,7.58,7.58
2,9.42,16.89,4,9.79,17.66,1,9.45,16.71,3,9.55,17.13
2,8.94,25.83,4,9.24,26.90,1,8.95,25.66,3,9.10,26.23
2,9.11,34.94,4,9.52,36.42,1,9.06,34.72,3,9.20,35.43
2,9.34,44.277,4,10.09,46.506,1,9.24,43.959,3,9.46,44.889
