Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,6.61,6.61,2,6.74,6.74,3,6.97,6.97,4,6.99,6.99
1,9.03,15.64,2,8.99,15.73,4,9.04,16.01,3,8.85,15.84
1,8.64,24.28,2,8.78,24.51,4,8.65,24.66,3,8.69,24.53
1,8.71,32.99,3,8.94,33.45,4,8.89,33.55,2,8.78,33.31
1,8.98,41.962,4,10.09,43.538,3,9.13,42.671,2,8.86,42.168
