Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
3,7.011,7.011,1,6.966,6.966,4,7.173,7.173,2,6.995,6.995
4,9.615,16.626,1,9.254,16.220,3,9.251,16.423,2,9.397,16.391
1,8.578,25.204,2,9.049,25.269,4,9.051,25.473,3,9.046,25.437
4,9.702,34.905,1,9.104,34.372,3,9.277,34.750,2,9.225,34.661
4,9.44,44.342,1,9.50,43.863,3,9.45,44.191,2,9.27,43.928
