Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
2,15.992,15.992,3,16.103,16.103,1,15.857,15.857,4,16.241,16.241
2,11.276,27.267,4,11.383,27.486,3,11.541,27.398,1,10.697,26.937
3,10.709,37.976,4,10.712,38.197,2,10.542,37.940,1,10.828,37.765
2,9.931,47.906,4,9.963,48.160,1,9.838,47.778,3,10.163,47.928
3,9.622,57.527,4,9.652,57.812,2,9.654,57.432,1,9.262,57.189
2,9.303,1:06.830,4,9.252,1:07.064,3,9.412,1:06.843,1,9.492,1:06.681
2,9.251,1:16.080,4,9.316,1:16.379,3,9.267,1:16.110,1,9.248,1:15.928
2,9.270,1:25.349,4,9.286,1:25.664,3,9.430,1:25.540,1,9.264,1:25.192
2,9.56,1:34.900,4,9.59,1:35.255,3,9.45,1:34.990,1,9.70,1:34.893
