Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
1,7.09,7.09,2,7.17,7.17,4,9.53,9.53,3,7.38,7.38
1,9.20,16.29,2,9.20,16.37,4,10.00,19.53,3,9.14,16.52
1,8.52,24.81,2,8.60,24.97,4,9.35,28.88,3,8.69,25.21
1,8.64,33.45,2,8.65,33.62,4,9.63,38.51,3,8.69,33.90
1,8.92,42.37,2,8.82,42.44,4,9.85,48.335,3,8.97,42.852
