XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,6.75,6.75,2,6.88,6.88,3,6.96,6.96,4,7.18,7.18
1,8.71,15.46,2,8.73,15.61,3,8.75,15.71,4,8.67,15.85
1,8.35,23.81,2,8.34,23.95,4,32.55,48.26,3,8.39,24.24
1,8.48,32.29,2,8.41,32.36,4,12.86,1:01.12,3,8.47,32.71
1,8.69,40.98,2,8.72,41.08,4,11.75,1:12.875,3,8.60,41.319
