HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.741,6.741,2,6.771,6.771,4,7.013,7.013,3,6.984,6.984
2,9.115,15.855,1,8.952,15.723,3,8.987,16.000,4,9.599,16.583
2,9.084,24.938,1,9.006,24.729,3,8.961,24.961,4,9.030,25.613
1,8.741,33.679,3,9.069,33.797,2,8.788,33.748,4,9.040,34.653
1,9.10,42.776,3,9.53,43.326,2,9.41,43.153,4,9.70,44.346
