Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.19,7.19,2,7.36,7.36,3,7.55,7.55,4,7.71,7.71
1,9.61,16.80,2,9.49,16.85,3,9.48,17.03,4,9.51,17.22
1,9.06,25.86,2,9.07,25.92,3,8.95,25.98,4,9.07,26.29
1,9.19,35.05,3,9.47,35.39,2,9.28,35.26,4,9.29,35.58
1,9.66,44.706,3,9.49,44.880,2,9.49,44.745,4,9.55,45.125
