Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
2,12.71,12.71,4,12.92,12.92,1,12.61,12.61,3,12.82,12.82
1,10.04,22.75,4,10.08,23.00,2,10.16,22.77,3,10.08,22.90
1,9.55,32.30,4,9.67,32.67,2,9.63,32.40,3,9.67,32.57
1,9.24,41.54,4,9.23,41.90,2,9.24,41.64,3,9.21,41.78
1,9.12,50.66,4,9.09,50.99,2,9.11,50.75,3,9.06,50.84
1,9.03,59.69,4,9.12,1:00.11,2,9.01,59.76,3,9.01,59.85
1,9.05,1:08.74,3,9.38,1:09.49,2,9.05,1:08.81,4,15.70,1:15.55
1,9.25,1:17.99,3,9.81,1:19.30,2,9.28,1:18.09,4,24.42,1:39.97
1,9.38,1:27.370,3,10.09,1:29.387,2,9.64,1:27.727,4,14.52,1:54.481
