Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME
1,6.96,6.96,5,7.83,7.83,2,7.17,7.17,3,7.40,7.40,4,7.57,7.57
1,9.16,16.12,5,9.92,17.75,2,9.23,16.40,3,9.20,16.60,4,9.13,16.70
1,8.84,24.96,5,9.46,27.21,4,9.37,25.77,3,8.75,25.35,2,8.57,25.27
1,8.94,33.90,5,9.59,36.80,4,9.17,34.94,3,9.35,34.70,2,8.88,34.15
1,9.17,43.061,5,10.03,46.827,4,9.19,44.130,3,9.90,43.700,2,9.13,43.274
