Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Brigid FARRELL POSITION,Brigid FARRELL LAP TIME,Brigid FARRELL ELAPSED TIME,Chikage TANAKA POSITION,Chikage TANAKA LAP TIME,Chikage TANAKA ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
1,7.370,7.370,3,7.856,7.856,2,7.470,7.470,4,7.866,7.866
1,9.724,17.094,4,9.841,17.697,2,9.827,17.296,3,9.810,17.676
1,9.520,26.614,4,9.388,27.084,2,9.514,26.810,3,9.393,27.068
1,9.676,36.289,3,9.390,36.474,2,9.533,36.342,4,9.539,36.607
1,9.97,46.254,3,10.16,46.628,2,10.00,46.340,4,10.15,46.749
