Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,EMONS Friso POSITION,EMONS Friso LAP TIME,EMONS Friso ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,Vincent GIRARD POSITION,Vincent GIRARD LAP TIME,Vincent GIRARD ELAPSED TIME
1,6.98,6.98,4,7.47,7.47,2,7.11,7.11,3,7.38,7.38,5,7.52,7.52
1,9.17,16.15,4,9.37,16.84,2,9.28,16.39,3,9.32,16.70,5,9.33,16.85
1,8.80,24.95,4,8.71,25.55,3,9.05,25.44,2,8.73,25.43,5,8.90,25.75
1,8.94,33.89,3,9.03,34.58,5,9.34,34.78,2,9.04,34.47,4,8.92,34.67
1,9.31,43.20,2,9.06,43.64,5,9.63,44.386,3,9.44,43.903,4,9.34,43.993
