KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME,YU Miaohui POSITION,YU Miaohui LAP TIME,YU Miaohui ELAPSED TIME
1,7.57,7.57,2,7.74,7.74,3,7.80,7.80,5,8.16,8.16,4,8.01,8.01
1,9.61,17.18,2,9.78,17.52,3,9.84,17.64,5,9.76,17.92,4,9.65,17.66
1,9.06,26.24,2,9.25,26.77,4,9.51,27.15,5,9.27,27.19,3,9.16,26.82
1,9.13,35.37,3,9.93,36.70,4,9.69,36.84,5,9.67,36.86,2,9.67,36.49
1,9.51,44.88,3,9.58,46.268,5,9.80,46.637,4,9.61,46.453,2,9.53,46.003
