KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
3,13.21,13.21,1,12.98,12.98,2,13.07,13.07,4,13.35,13.35
3,10.01,23.22,1,10.00,22.98,2,10.03,23.10,4,9.97,23.32
3,10.00,33.22,1,10.05,33.03,2,10.04,33.14,4,10.03,33.35
3,9.89,43.11,1,9.88,42.91,2,9.84,42.98,4,9.88,43.23
3,9.78,52.89,1,9.74,52.65,2,9.76,52.74,4,9.83,53.06
3,9.67,1:02.56,1,9.73,1:02.38,2,9.73,1:02.47,4,9.60,1:02.66
3,9.83,1:12.39,1,9.81,1:12.19,2,9.80,1:12.27,4,9.87,1:12.53
3,9.64,1:22.03,1,9.70,1:21.89,2,9.75,1:22.02,4,9.74,1:22.27
2,9.48,1:31.510,1,9.58,1:31.468,3,9.56,1:31.579,4,9.76,1:32.023
