Batgerelt BATTSOGT POSITION,Batgerelt BATTSOGT LAP TIME,Batgerelt BATTSOGT ELAPSED TIME,Olas IVANOV POSITION,Olas IVANOV LAP TIME,Olas IVANOV ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Mark PRINSEN POSITION,Mark PRINSEN LAP TIME,Mark PRINSEN ELAPSED TIME
2,18.02,18.02,5,18.20,18.20,1,18.02,18.02,3,18.07,18.07,4,18.12,18.12
5,12.16,30.18,4,11.63,29.83,1,11.28,29.30,3,11.50,29.57,2,11.30,29.42
5,10.96,41.14,4,11.20,41.03,1,11.33,40.63,3,11.28,40.85,2,11.29,40.71
4,11.31,52.45,5,11.60,52.63,1,11.16,51.79,2,11.04,51.89,3,11.20,51.91
5,10.84,1:03.29,4,10.66,1:03.29,1,10.05,1:01.84,2,9.96,1:01.85,3,10.05,1:01.96
5,10.77,1:14.06,4,10.23,1:13.52,3,9.64,1:11.48,1,9.14,1:10.99,2,9.40,1:11.36
5,10.60,1:24.66,4,10.51,1:24.03,3,9.54,1:21.02,1,9.26,1:20.25,2,9.26,1:20.62
5,10.97,1:35.63,4,10.73,1:34.76,3,9.55,1:30.57,1,9.48,1:29.73,2,9.35,1:29.97
5,11.43,1:47.051,4,11.34,1:46.096,3,9.66,1:40.222,1,9.66,1:39.381,2,9.64,1:39.604
