GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
2,6.86,6.86,1,6.69,6.69,4,16.18,16.18,3,7.32,7.32
2,8.94,15.80,1,8.99,15.68,4,19.25,35.43,3,8.98,16.30
2,8.60,24.40,1,8.65,24.33,4,10.67,46.10,3,8.58,24.88
1,8.83,33.23,2,8.91,33.24,4,9.53,55.63,3,8.78,33.66
1,9.00,42.221,2,9.16,42.395,4,10.37,1:05.998,3,9.15,42.809
