XU Aili POSITION,XU Aili LAP TIME,XU Aili ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
2,14.83,14.83,4,15.25,15.25,5,15.29,15.29,3,14.97,,1,14.73,14.73
2,10.73,25.56,5,10.76,26.01,1,10.12,25.41,4,10.78,,2,10.83,25.56
2,9.96,35.52,4,9.70,35.71,1,9.93,35.34,3,9.93,,5,10.59,36.15
3,9.70,45.22,2,9.43,45.14,1,9.79,45.13,4,9.66,,5,10.49,46.64
3,9.57,54.79,2,9.49,54.63,1,9.47,54.60,4,9.54,,5,10.29,56.93
3,9.43,1:04.22,2,9.46,1:04.09,1,9.31,1:03.91,4,9.39,,5,10.70,1:07.63
3,9.33,1:13.55,2,9.36,1:13.45,1,9.40,1:13.31,4,9.43,,5,11.42,1:19.05
3,9.34,1:22.89,2,9.35,1:22.80,1,9.33,1:22.64,4,9.76,,5,12.57,1:31.62
3,9.53,1:32.42,2,9.48,1:32.28,1,9.40,1:32.04,4,11.11,,5,13.49,1:45.11
