Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Nicolas BEAN POSITION,Nicolas BEAN LAP TIME,Nicolas BEAN ELAPSED TIME
2,12.13,12.13,1,11.83,11.83,3,12.36,12.36,4,12.38,12.38
2,9.86,22.00,1,9.89,21.73,3,9.71,22.07,4,9.77,22.15
2,9.43,31.43,1,9.40,31.14,3,9.69,31.76,4,9.88,32.03
2,9.54,40.97,1,9.78,40.92,3,9.30,41.07,4,9.25,41.29
2,9.53,50.51,1,9.46,50.39,3,9.53,50.60,4,9.55,50.84
2,9.47,59.99,1,9.41,59.81,3,9.44,1:00.05,4,9.47,1:00.32
2,9.41,1:09.40,1,9.52,1:09.34,3,9.46,1:09.51,4,9.44,1:09.76
2,9.47,1:18.88,1,9.06,1:18.41,3,9.53,1:19.04,4,9.61,1:19.38
1,9.72,1:28.592,2,10.31,1:28.720,0,,DQ,3,9.88,1:29.254
