OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME
2,7.02,7.02,4,7.36,7.36,1,6.96,6.96,3,7.08,7.08,5,7.49,7.49
2,8.99,16.01,5,9.24,16.60,1,8.87,15.83,3,9.00,16.08,4,8.94,16.43
2,8.50,24.51,5,8.94,25.54,1,8.55,24.38,3,8.62,24.70,4,8.51,24.94
2,8.53,33.04,5,9.08,34.62,1,8.60,32.98,3,8.42,33.12,4,8.59,33.53
2,8.96,42.00,4,9.41,44.03,5,28.68,1:01.66,1,8.79,41.91,3,8.87,42.40
