Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME
4,13.356,13.356,1,12.894,12.894,2,12.969,12.969,3,13.210,13.210
3,11.089,24.445,4,11.638,24.531,2,11.292,24.261,1,11.025,24.235
3,10.651,35.095,1,10.432,34.963,4,10.842,35.102,2,10.782,35.016
3,11.007,46.101,1,10.997,45.960,4,11.062,46.164,2,10.963,45.979
3,10.388,56.489,1,9.903,55.862,4,10.374,56.537,2,10.408,56.386
2,9.912,1:06.401,1,10.109,1:05.971,4,10.269,1:06.805,3,10.401,1:06.787
2,10.001,1:16.401,1,10.163,1:16.133,3,9.732,1:16.537,4,10.762,1:17.549
2,10.022,1:26.423,1,9.963,1:26.096,3,10.281,1:26.817,4,11.447,1:28.996
2,10.29,1:36.712,1,10.62,1:36.712,3,11.84,1:38.648,4,11.90,1:40.890
