Pavel SHAIDZITSKI POSITION,Pavel SHAIDZITSKI LAP TIME,Pavel SHAIDZITSKI ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Stasys KARPOVICIUS POSITION,Stasys KARPOVICIUS LAP TIME,Stasys KARPOVICIUS ELAPSED TIME
1,12.957,12.957,2,13.113,13.113,3,13.533,13.533,4,13.609,13.609,5,13.901,13.901
1,9.869,22.825,2,9.877,22.990,3,9.542,23.075,4,10.062,23.670,5,10.578,24.479
1,9.829,32.654,2,9.742,32.732,3,9.779,32.854,4,10.067,33.737,5,10.391,34.869
1,9.872,42.526,2,9.968,42.699,3,9.906,42.760,4,10.088,43.825,5,10.596,45.465
1,10.222,52.747,3,10.217,52.916,2,10.106,52.865,4,10.379,54.203,5,11.069,56.534
3,10.739,1:03.485,1,10.498,1:03.414,2,10.559,1:03.424,4,10.622,1:04.825,5,11.242,1:07.776
3,10.888,1:14.373,2,10.188,1:13.602,1,10.116,1:13.540,4,11.228,1:16.053,5,11.722,1:19.497
3,11.338,1:25.710,2,10.272,1:23.874,1,9.879,1:23.418,4,11.137,1:27.190,5,12.080,1:31.576
3,11.88,1:37.585,2,10.40,1:34.266,1,10.56,1:33.976,4,11.75,1:38.933,5,12.71,1:44.279
