Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
3,12.91,12.91,1,12.80,12.80,4,13.19,13.19,2,12.87,12.87
3,10.04,22.95,1,9.94,22.74,4,9.88,23.07,2,9.97,22.84
3,10.16,33.11,1,10.12,32.86,4,10.23,33.30,2,10.16,33.00
3,9.92,43.03,1,9.96,42.82,4,9.92,43.22,2,9.93,42.93
3,9.88,52.91,1,9.87,52.69,4,9.86,53.08,2,9.87,52.80
3,9.72,1:02.63,1,9.70,1:02.39,4,9.68,1:02.76,2,9.71,1:02.51
3,9.61,1:12.24,1,9.64,1:12.03,4,9.58,1:12.34,2,9.62,1:12.13
3,9.81,1:22.05,1,9.87,1:21.90,4,9.79,1:22.13,2,9.87,1:22.00
3,9.92,1:31.967,2,10.03,1:31.928,1,9.69,1:31.818,4,10.62,1:32.619
