Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,12.82,12.82,3,13.03,13.03,2,12.93,12.93,4,13.19,13.19
1,9.90,22.72,3,9.90,22.93,2,9.88,22.81,4,9.85,23.04
1,9.70,32.42,3,9.71,32.64,2,9.75,32.56,4,9.71,32.75
1,9.68,42.10,3,9.62,42.26,2,9.61,42.17,4,9.62,42.37
1,9.47,51.57,3,9.49,51.75,2,9.47,51.64,4,9.50,51.87
1,9.19,1:00.76,3,9.17,1:00.92,2,9.20,1:00.84,4,9.14,1:01.01
1,8.96,1:09.72,3,8.98,1:09.90,2,8.96,1:09.80,4,8.96,1:09.97
1,9.02,1:18.74,2,9.04,1:18.94,4,29.43,1:39.23,3,9.11,1:19.08
1,9.31,1:28.042,2,9.36,1:28.294,4,18.79,1:58.016,3,9.31,1:28.384
