SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME
1,7.26,7.26,3,7.40,7.40,2,7.37,7.37,4,7.60,7.60,5,7.77,7.77
1,9.41,16.67,4,9.71,17.11,2,9.54,16.91,3,9.38,16.98,5,9.47,17.24
1,8.84,25.51,3,9.18,26.29,5,9.82,26.73,2,9.16,26.14,4,9.17,26.41
1,8.99,34.50,3,8.92,35.21,5,9.21,35.94,2,8.95,35.09,4,9.15,35.56
1,9.14,43.64,3,9.08,44.297,5,9.41,45.356,2,9.13,44.22,4,9.14,44.700
