Anne-Sophie DAVREUX POSITION,Anne-Sophie DAVREUX LAP TIME,Anne-Sophie DAVREUX ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
4,14.27,14.27,3,14.14,14.14,2,14.10,14.10,1,14.03,14.03
4,10.92,25.19,1,10.85,24.99,2,10.92,25.02,3,11.05,25.08
2,11.19,36.38,1,11.39,36.38,4,11.44,36.46,3,11.32,36.40
3,10.34,46.72,2,10.28,46.66,4,10.33,46.79,1,10.25,46.65
2,10.58,57.30,3,10.71,57.37,4,10.60,57.39,1,10.54,57.19
4,10.30,1:07.60,3,10.18,1:07.55,1,9.93,1:07.32,2,10.34,1:07.53
4,9.99,1:17.59,3,9.91,1:17.46,1,9.78,1:17.10,2,9.80,1:17.33
4,9.88,1:27.47,3,9.96,1:27.42,1,10.01,1:27.11,2,10.01,1:27.34
3,10.22,1:37.688,4,10.48,1:37.900,1,10.15,1:37.254,2,10.04,1:37.374
