Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME
2,6.96,6.96,1,6.80,6.80,3,7.13,7.13,5,7.80,7.80,4,7.27,7.27
2,9.00,15.96,1,8.86,15.66,3,9.00,16.13,5,9.75,17.55,4,9.17,16.44
2,8.32,24.28,1,8.44,24.10,3,8.57,24.70,5,9.25,26.80,4,8.89,25.33
2,8.47,32.75,1,8.54,32.64,3,8.76,33.46,5,9.61,36.41,4,9.03,34.36
2,8.74,41.49,1,8.72,41.36,3,9.09,42.55,5,10.32,46.73,4,9.26,43.62
