LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,7.36,7.36,1,7.19,7.19,4,7.50,7.50,3,7.44,7.44
3,9.60,16.96,1,9.44,16.63,4,9.57,17.07,2,9.37,16.81
3,9.11,26.07,2,9.03,25.66,4,9.23,26.30,1,8.84,25.65
3,9.06,35.13,2,9.11,34.77,4,9.45,35.75,1,9.00,34.65
3,9.36,44.490,2,9.34,44.104,4,9.76,45.501,1,9.24,43.881
