van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
2,7.30,7.30,1,7.18,7.18,3,7.64,7.64
2,9.69,16.99,1,9.36,16.54,3,9.66,17.30
2,9.12,26.11,1,8.96,25.50,3,9.12,26.42
2,9.44,35.55,1,9.24,34.74,3,9.32,35.74
2,9.79,45.333,1,9.55,44.287,3,9.64,45.379
