Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,SONG Haochen POSITION,SONG Haochen LAP TIME,SONG Haochen ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
2,12.39,12.39,4,12.61,12.61,5,12.81,12.81,3,12.60,12.60,6,12.98,12.98,1,12.23,12.23
1,9.18,21.57,4,9.26,21.87,5,9.19,22.00,3,9.19,21.79,6,9.20,22.18,2,9.42,21.65
1,9.36,30.93,4,9.37,31.24,5,9.32,31.32,3,9.33,31.12,6,9.29,31.47,2,9.43,31.08
1,9.30,40.23,4,9.28,40.52,5,9.30,40.62,3,9.30,40.42,6,9.36,40.83,2,9.24,40.32
1,9.16,49.39,4,9.19,49.71,5,9.19,49.81,3,9.20,49.62,6,9.26,50.09,2,9.19,49.51
1,8.98,58.37,4,8.96,58.67,5,9.04,58.85,2,8.96,58.58,6,9.19,59.28,3,9.08,58.59
1,8.85,1:07.22,3,8.77,1:07.44,4,8.86,1:07.71,2,8.76,1:07.34,6,9.53,1:08.81,5,9.58,1:08.17
1,8.86,1:16.08,3,8.78,1:16.22,4,8.84,1:16.55,2,8.80,1:16.14,6,10.02,1:18.83,5,9.88,1:18.05
1,9.05,1:25.13,3,9.09,1:25.31,4,9.00,1:25.55,2,9.04,1:25.18,6,10.52,1:29.35,5,10.19,1:28.24
