Rinat MAZHENOV POSITION,Rinat MAZHENOV LAP TIME,Rinat MAZHENOV ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
2,7.14,7.14,1,6.91,6.91,4,8.27,8.27,3,7.33,7.33
3,9.54,16.68,1,9.25,16.16,4,11.89,20.16,2,9.15,16.48
3,9.22,25.90,1,8.84,25.00,4,12.24,32.40,2,8.73,25.21
3,9.33,35.23,1,8.86,33.86,4,12.48,44.88,2,8.85,34.06
3,9.82,45.048,1,9.06,42.916,4,12.25,57.121,2,9.15,43.205
