MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME
1,6.92,6.92,2,7.07,7.07,2,7.07,7.07,4,7.36,7.36,5,7.46,7.46
1,8.81,15.73,3,8.97,16.04,2,8.85,15.92,4,8.98,16.34,5,9.01,16.47
1,8.46,24.19,3,8.34,24.38,2,8.35,24.27,4,8.37,24.71,5,8.45,24.92
1,8.71,32.90,3,8.76,33.14,2,8.73,33.00,4,8.54,33.25,5,8.57,33.49
1,8.86,41.76,3,8.73,41.87,2,8.80,41.80,4,8.66,41.915,5,8.80,42.296
