Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME
1,7.20,7.20,2,7.40,7.40,3,7.67,7.67,4,7.77,7.77
1,9.32,16.52,2,9.25,16.65,3,9.42,17.09,4,9.35,17.12
1,8.76,25.28,2,8.73,25.38,4,9.48,26.57,3,9.26,26.38
1,8.93,34.21,2,8.96,34.34,4,9.09,35.66,3,9.15,35.53
1,9.12,43.33,2,9.04,43.38,4,9.27,44.93,3,9.29,44.82
