Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Jeroen HUISKAMP POSITION,Jeroen HUISKAMP LAP TIME,Jeroen HUISKAMP ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Julien MORELLE POSITION,Julien MORELLE LAP TIME,Julien MORELLE ELAPSED TIME
2,6.974,6.974,4,7.286,7.286,1,6.860,6.860,3,7.277,7.277
2,9.323,16.297,3,9.384,16.669,1,9.364,16.224,4,9.438,16.714
2,9.248,25.545,3,9.188,25.857,1,8.941,25.165,4,9.170,25.884
2,9.360,34.904,3,9.447,35.303,1,9.103,34.267,4,9.458,35.341
2,9.63,44.530,3,9.55,44.846,1,9.63,43.896,4,9.65,44.982
