Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME
1,7.69,7.69,2,7.83,7.83,3,7.96,7.96,4,8.83,8.83
1,9.63,17.32,2,9.61,17.44,3,9.57,17.53,4,9.84,18.67
1,8.94,26.26,2,8.91,26.35,3,8.94,26.47,4,9.11,27.78
1,9.25,35.51,3,9.23,35.58,2,9.10,35.57,4,9.31,37.09
1,9.42,44.93,3,9.76,45.341,2,9.47,45.041,4,9.83,46.920
