Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
1,7.29,7.29,2,7.71,7.71,3,7.85,7.85,4,7.97,7.97
1,9.42,16.71,2,9.71,17.42,3,9.67,17.52,4,9.72,17.69
1,8.83,25.54,2,8.94,26.36,3,8.93,26.45,4,8.95,26.64
1,9.01,34.55,3,9.20,35.56,2,9.02,35.47,4,9.00,35.64
1,9.18,43.725,0,,PEN,2,9.59,45.051,3,9.47,45.109
