SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.25,7.25,3,7.56,7.56,2,7.34,7.34,4,7.68,7.68,5,7.97,7.97
1,9.43,16.68,3,9.29,16.85,2,9.41,16.75,4,9.34,17.02,5,9.65,17.62
1,8.81,25.49,3,8.93,25.78,2,8.85,25.60,4,8.88,25.90,5,9.30,26.92
1,8.92,34.41,3,8.88,34.66,2,9.01,34.61,4,8.86,34.76,5,9.66,36.58
1,9.11,43.52,3,9.27,43.93,2,9.27,43.88,4,9.25,44.01,5,10.21,46.797
