KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,12.49,12.49,4,12.83,12.83,3,12.69,12.69,2,12.60,12.60
1,9.34,21.83,4,9.23,22.06,3,9.30,21.99,2,9.31,21.91
1,9.30,31.13,3,9.42,31.48,2,9.26,31.25,4,25.14,47.05
1,9.34,40.47,3,9.29,40.77,2,9.33,40.58,4,10.61,57.66
1,9.44,49.91,3,9.53,50.30,2,9.45,50.03,4,9.56,1:07.22
1,9.38,59.29,3,9.59,59.89,2,9.34,59.37,4,9.73,1:16.95
1,9.42,1:08.71,3,9.88,1:09.77,2,9.48,1:08.85,4,10.09,1:27.04
1,9.26,1:17.97,3,10.39,1:20.16,2,9.68,1:18.53,4,10.54,1:37.58
1,9.54,1:27.501,3,10.76,1:30.917,2,10.02,1:28.550,4,11.19,1:48.764
