Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME
2,7.11,7.11,3,7.29,7.29,4,7.38,7.38,1,6.85,6.85
2,9.12,16.23,4,30.10,37.39,3,9.89,17.27,1,9.02,15.87
2,8.66,24.89,4,14.82,52.21,3,9.54,26.81,1,8.78,24.65
2,8.87,33.76,4,12.47,1:04.68,3,9.98,36.79,1,8.93,33.58
2,9.05,42.805,4,11.38,1:16.056,3,10.14,46.927,1,9.14,42.716
