SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
1,6.85,6.85,2,6.97,6.97,4,7.15,7.15,3,7.08,7.08
1,8.99,15.84,2,8.99,15.96,4,9.06,16.21,3,8.97,16.05
1,8.58,24.42,2,8.51,24.47,4,8.51,24.72,3,8.58,24.63
1,8.61,33.03,3,8.90,33.37,4,8.72,33.44,2,8.60,33.23
1,8.76,41.781,3,8.82,42.181,4,8.95,42.381,2,8.73,41.953
