Mark CHONG POSITION,Mark CHONG LAP TIME,Mark CHONG ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
5,13.19,13.19,2,12.86,12.86,3,12.92,12.92,4,13.00,13.00,1,12.79,12.79
5,9.79,22.98,2,9.81,22.67,4,9.96,22.88,3,9.77,22.77,1,9.75,22.54
5,9.24,32.22,1,9.24,31.91,4,9.20,32.08,3,9.30,32.07,2,9.45,31.99
4,9.01,41.23,1,9.01,40.92,4,9.15,41.23,3,9.07,41.14,2,9.03,41.02
5,9.26,50.49,2,9.01,49.93,4,9.07,50.30,3,9.00,50.14,1,8.83,49.85
5,9.14,59.63,2,9.02,58.95,4,8.97,59.27,3,8.93,59.07,1,8.93,58.78
5,9.21,1:08.84,2,9.08,1:08.03,4,9.19,1:08.46,3,9.20,1:08.27,1,9.17,1:07.95
5,9.45,1:18.29,2,9.38,1:17.41,4,9.57,1:18.03,3,9.29,1:17.56,1,9.35,1:17.30
4,9.89,1:28.18,0,,PHOTO,5,11.06,1:29.09,3,9.48,1:27.04,0,,PHOTO
