YOU Dong-Kun POSITION,YOU Dong-Kun LAP TIME,YOU Dong-Kun ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,13.75,13.75,4,14.00,14.00,3,13.97,13.97,5,14.15,14.15,2,13.86,13.86
1,10.44,24.19,5,10.66,24.66,3,10.36,24.33,2,10.10,24.26,4,10.62,24.48
1,10.14,34.33,5,10.05,34.71,3,10.22,34.56,2,10.19,34.45,4,10.14,34.63
1,10.01,44.34,2,9.74,44.46,3,10.13,44.69,0,,,4,10.12,44.75
1,10.11,54.45,3,10.76,55.22,2,10.04,54.73,4,0.00,57.64,5,31.92,1:16.68
1,10.30,1:04.76,3,9.80,1:05.03,2,10.24,1:04.98,4,10.92,1:08.56,5,11.00,1:27.68
1,10.13,1:14.89,2,10.10,1:15.13,3,10.21,1:15.20,4,11.74,1:20.31,5,11.29,1:38.97
1,9.73,1:24.62,2,9.79,1:24.93,3,9.82,1:25.02,4,12.20,1:32.51,5,11.49,1:50.47
1,9.44,1:34.057,3,10.45,1:35.374,2,10.04,1:35.053,4,13.70,1:46.202,5,12.40,2:02.861
