HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
3,12.66,12.66,2,12.56,12.56,1,12.46,12.46,4,12.75,12.75
3,10.05,22.71,2,10.14,22.70,1,10.12,22.58,4,10.11,22.86
1,8.94,31.65,3,9.17,31.87,2,9.16,31.74,4,9.10,31.96
1,9.24,40.89,3,9.20,41.07,2,9.25,40.99,4,9.20,41.16
1,9.27,50.16,3,9.26,50.33,2,9.24,50.23,4,9.26,50.42
1,9.04,59.20,2,9.23,59.56,3,9.40,59.63,4,9.22,59.64
1,9.08,1:08.28,2,9.10,1:08.66,4,9.90,1:09.53,3,9.12,1:08.76
1,9.29,1:17.57,2,9.16,1:17.82,4,10.48,1:20.01,3,9.13,1:17.89
1,9.46,1:27.030,3,9.61,1:27.424,4,10.81,1:30.812,2,9.29,1:27.177
