Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,7.56,7.56,3,7.99,7.99,2,7.79,7.79,4,8.15,8.15
1,9.75,17.31,3,9.80,17.79,2,9.83,17.62,4,9.90,18.05
1,9.35,26.66,3,9.35,27.14,2,9.25,26.87,4,9.33,27.38
1,9.36,36.02,3,9.48,36.62,2,9.25,36.12,4,9.36,36.74
2,9.65,45.668,3,9.50,46.113,1,9.38,45.492,4,9.64,46.375
