Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
2,6.930,6.930,3,7.200,7.200,1,6.920,6.920
1,9.170,16.110,3,9.290,16.500,2,9.250,16.180
1,8.670,24.780,2,9.280,25.780,3,29.120,45.300
1,9.290,34.080,2,9.330,35.110,3,13.530,58.830
2,9.460,43.550,1,4.640,39.760,3,11.230,1:10.070
