Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,REN Haobo POSITION,REN Haobo LAP TIME,REN Haobo ELAPSED TIME,Joshua CHEETHAM POSITION,Joshua CHEETHAM LAP TIME,Joshua CHEETHAM ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME
1,7.04,7.04,3,7.26,7.26,2,7.13,7.13,4,7.55,7.55
1,9.07,16.11,3,9.06,16.32,2,9.08,16.21,4,9.50,17.05
1,8.46,24.57,3,8.52,24.84,2,8.59,24.80,4,9.07,26.12
1,8.67,33.24,3,8.77,33.61,2,8.74,33.54,4,9.34,35.46
1,8.87,42.11,3,8.87,42.465,2,8.82,42.36,4,9.74,45.178
