Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
3,13.521,13.521,4,13.722,13.722,2,13.365,13.365,1,13.341,13.341
1,9.979,23.500,3,9.790,23.512,2,10.145,23.510,4,10.348,23.688
1,9.752,33.252,2,9.755,33.266,3,9.871,33.380,4,9.908,33.596
3,9.757,43.008,2,9.741,43.007,1,9.470,42.850,4,9.652,43.248
2,9.199,52.207,3,9.322,52.328,1,9.339,52.188,4,9.287,52.535
1,9.061,1:01.268,3,9.141,1:01.469,2,9.188,1:01.376,4,9.198,1:01.732
1,9.194,1:10.461,3,9.151,1:10.620,2,9.130,1:10.506,4,9.095,1:10.827
1,9.384,1:19.844,4,9.761,1:20.380,2,9.387,1:19.892,3,9.531,1:20.358
1,9.57,1:29.409,2,9.12,1:29.493,0,,DQ,3,9.25,1:29.600
