Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,VAINER Evgeni POSITION,VAINER Evgeni LAP TIME,VAINER Evgeni ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
4,14.593,14.593,3,14.572,14.572,1,14.445,14.445,2,14.446,14.446,5,14.928,14.928
3,11.236,25.828,2,11.048,25.619,4,11.641,26.086,1,11.170,25.616,5,11.229,26.157
4,10.873,36.701,2,10.867,36.485,3,10.441,36.526,1,10.866,36.482,5,10.568,36.724
2,10.443,47.144,4,10.822,47.306,3,10.770,47.295,1,10.567,47.048,5,10.791,47.515
2,10.246,57.390,3,10.112,57.418,5,10.590,57.885,1,10.273,57.320,4,10.231,57.746
4,10.030,1:07.419,2,9.923,1:07.341,3,9.534,1:07.419,1,9.825,1:07.145,5,9.949,1:07.694
3,9.497,1:16.915,2,9.480,1:16.821,4,9.685,1:17.103,1,9.593,1:16.738,5,9.574,1:17.268
4,9.328,1:26.243,3,9.320,1:26.141,1,8.666,1:25.768,2,9.240,1:25.978,5,9.669,1:26.937
3,9.58,1:35.818,2,9.52,1:35.653,4,11.19,1:36.951,1,9.46,1:35.435,5,10.16,1:37.088
