Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Hiroko SADAKANE POSITION,Hiroko SADAKANE LAP TIME,Hiroko SADAKANE ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,7.21,7.21,2,7.49,7.49,4,7.65,7.65,3,7.52,7.52
1,9.86,17.08,2,9.79,17.28,3,9.69,17.35,4,10.10,17.62
1,9.28,26.37,3,9.32,26.60,2,9.15,26.51,4,9.30,26.93
1,9.27,35.64,2,9.12,35.72,3,9.35,35.86,4,9.48,36.41
1,9.61,45.248,2,9.63,45.349,3,9.52,45.379,4,11.19,47.594
